id,name,slug,type,category,area,description,detailedDescription,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,amenities,featured,googleMapsUrl
63,Chestnut Springs Trail,chestnut-springs-trail,Hikes & Trails,,Wintergreen Resort,"1.1-mile yellow-red loop leaving Shamokin Gorge to traverse oak-hickory ridges, spring wildflowers, and stream crossings near Wintergreen.","1.1-mile yellow-red loop leaving Shamokin Gorge to traverse oak-hickory ridges, spring wildflowers, and stream crossings near Wintergreen.",https://ik.imagekit.io/OE/nelson-county/listings/chestnut-springs-trail-image1_QehjN4ktm,Exterior view of Chestnut Springs Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
64,Crabtree Falls,crabtree-falls,Hikes & Trails,,Montebello,"Crabtree Falls features five major cascades dropping 1,200 feet—the highest vertical-drop waterfall east of the Mississippi—with paved lower overlook and a 3-mile trail to upper vistas.","Crabtree Falls features five major cascades dropping 1,200 feet—the highest vertical-drop waterfall east of the Mississippi—with paved lower overlook and a 3-mile trail to upper vistas.",https://ik.imagekit.io/OE/nelson-county/listings/crabtree-falls-image1_IXQ2lOEKu,Scenic view from Crabtree Falls,,,,,,,,,,"11581 Crabtree Falls Highway, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=11581%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,Scenic Views; Parking,false,https://www.google.com/maps/dir/?api=1&destination=11581%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
65,Devils Knob Trail,devils-knob-trail,Hikes & Trails,,Wintergreen Resort,"0.6-mile stroll from the Blue Ridge Overlook across catoctin greenstone ledges with rock “gardens,” birding, and views toward Pond Hollow.","0.6-mile stroll from the Blue Ridge Overlook across catoctin greenstone ledges with rock “gardens,” birding, and views toward Pond Hollow.",https://ik.imagekit.io/OE/nelson-county/listings/devils-knob-trail-image1_9-WjX9SyQ,Exterior view of Devils Knob Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
66,Fortune’s Cove Nature Preserve,fortunes-cove-nature-preserve,Hikes & Trails,,Lovingston,"Strenuous 5.3-mile loop managed by The Nature Conservancy climbing 1,500 feet through rocky glades and intact forest to panoramic cove overlooks.","Strenuous 5.3-mile loop managed by The Nature Conservancy climbing 1,500 feet through rocky glades and intact forest to panoramic cove overlooks.",https://ik.imagekit.io/OE/nelson-county/listings/fortune-s-cove-nature-preserve-image1__i7ZniCv5,Scenic view from Fortune’s Cove Nature Preserve,,,,,,,,,(434) 977-4837,"1920 Fortune’s Cove Lane, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=1920%20Fortune%E2%80%99s%20Cove%20Lane%2C%20Lovingston%2C%20VA%2022949,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=1920%20Fortune%E2%80%99s%20Cove%20Lane%2C%20Lovingston%2C%20VA%2022949
67,Fortune’s Ridge Trail,fortunes-ridge-trail,Hikes & Trails,,Wintergreen Resort,"1.1-mile red-blazed path following Fortunes Ridge stream with cascades, laurel blooms, and access points from Fortunes Ridge and Wintergreen Drive.","1.1-mile red-blazed path following Fortunes Ridge stream with cascades, laurel blooms, and access points from Fortunes Ridge and Wintergreen Drive.",https://ik.imagekit.io/OE/nelson-county/listings/fortune-s-ridge-trail-image1_INFnASltm,Exterior view of Fortune’s Ridge Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
68,Hemlock Springs Loop,hemlock-springs-loop,Hikes & Trails,,Wintergreen Resort,"0.8-mile yellow-red loop highlighting pink and yellow lady’s-slipper habitat, old-growth hemlock remnants, and moderate climbs near Wintergreen.","0.8-mile yellow-red loop highlighting pink and yellow lady’s-slipper habitat, old-growth hemlock remnants, and moderate climbs near Wintergreen.",https://ik.imagekit.io/OE/nelson-county/listings/hemlock-springs-loop-image1_hX7dh-gSI,Exterior view of Hemlock Springs Loop,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
69,Highlands Leisure Trail,highlands-leisure-trail,Hikes & Trails,,Wintergreen Resort,"Half-mile connector between Blackrock Village and the Wintergarden with short climbs, older-growth forest, and an overlook of Highlands ski slopes.","Half-mile connector between Blackrock Village and the Wintergarden with short climbs, older-growth forest, and an overlook of Highlands ski slopes.",https://ik.imagekit.io/OE/nelson-county/listings/highlands-leisure-trail-image1_14-OGVdVb,Exterior view of Highlands Leisure Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Scenic Views; Resort,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
70,Humpback Rocks,humpback-rocks,Hikes & Trails,,Lyndhurst,"Popular 2-mile loop to the Humpback Rocks summit, ascending 740 feet for 360° Blue Ridge views near Parkway milepost 5.8.","Popular 2-mile loop to the Humpback Rocks summit, ascending 740 feet for 360° Blue Ridge views near Parkway milepost 5.8.",https://ik.imagekit.io/OE/nelson-county/listings/humpback-rocks-image1_f_nN7bZ7z,Exterior view of Humpback Rocks,,,,,,,,,(540) 943-4716,"Humpback Gap Parking Area, Milepost 5.8 Blue Ridge Parkway, Lyndhurst, VA 22952",josh,,,https://www.google.com/maps/dir/?api=1&destination=Humpback%20Gap%20Parking%20Area%2C%20Milepost%205.8%20Blue%20Ridge%20Parkway%2C%20Lyndhurst%2C%20VA%2022952,Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Humpback%20Gap%20Parking%20Area%2C%20Milepost%205.8%20Blue%20Ridge%20Parkway%2C%20Lyndhurst%2C%20VA%2022952
71,James River State Park,james-river-state-park,Hikes & Trails,,Gladstone,"State park along the James River with 15+ miles of multiuse trails, riverfront overlooks, boat launches, cabins, and full-service canoe livery.","State park along the James River with 15+ miles of multiuse trails, riverfront overlooks, boat launches, cabins, and full-service canoe livery.",https://ik.imagekit.io/OE/nelson-county/listings/james-river-state-park-image1_IdOJ0UXYE,Exterior view of James River State Park,,,,,,,,,(434) 933-4355,"104 Green Hill Drive, Gladstone, VA 24553",josh,,,https://www.google.com/maps/dir/?api=1&destination=104%20Green%20Hill%20Drive%2C%20Gladstone%2C%20VA%2024553,Boating; Cabins; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=104%20Green%20Hill%20Drive%2C%20Gladstone%2C%20VA%2024553
72,Kids in Parks: Virginia Blue Ridge Railway Trail,kids-in-parks-virginia-blue-ridge-railway-trail,Hikes & Trails,,Piney River,"Family-friendly TRACK Trail at Piney River Depot with self-guided nature activities, flat rail-trail mileage, and prizes through Kids in Parks.","Family-friendly TRACK Trail at Piney River Depot with self-guided nature activities, flat rail-trail mileage, and prizes through Kids in Parks.",https://ik.imagekit.io/OE/nelson-county/listings/kids-in-parks-virginia-blue-ridge-railway-trail-image1_uPNIvt_fZ,Scenic view from Kids in Parks: Virginia Blue Ridge Railway Trail,,,,,,,,,(434) 263-7130,"3124 Patrick Henry Highway, Piney River, VA 22964",josh,,,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964,Hiking; Adventure; Family Friendly; Parking,false,https://www.google.com/maps/dir/?api=1&destination=3124%20Patrick%20Henry%20Highway%2C%20Piney%20River%2C%20VA%2022964
73,Laurel Ridge Loop,laurel-ridge-loop,Hikes & Trails,,Wintergreen Resort,"1.6-mile yellow loop sampling mountain laurel, birch, and oak-hickory forest with rocky footing and parking at Wintergreen’s Lot F.","1.6-mile yellow loop sampling mountain laurel, birch, and oak-hickory forest with rocky footing and parking at Wintergreen’s Lot F.",https://ik.imagekit.io/OE/nelson-county/listings/laurel-ridge-loop-image1_k_xUZ0XKg,Exterior view of Laurel Ridge Loop,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Hiking; Parking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
74,Lower Shamokin Falls Trail,lower-shamokin-falls-trail,Hikes & Trails,,Wintergreen Resort,"1.7-mile blue-blazed trek ending at Lower Shamokin Falls, weaving through dense forest after a jeep-road approach from Old Stoney Creek Road.","1.7-mile blue-blazed trek ending at Lower Shamokin Falls, weaving through dense forest after a jeep-road approach from Old Stoney Creek Road.",https://ik.imagekit.io/OE/nelson-county/listings/lower-shamokin-falls-trail-image1_BIy5ezGql,Exterior view of Lower Shamokin Falls Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
75,Mau-Har Trail,mau-har-trail,Hikes & Trails,,Tyro,"Three-mile Mau-Har connector through the Three Ridges Wilderness linking with the Appalachian Trail past cascades, rock scrambles, and shelters.","Three-mile Mau-Har connector through the Three Ridges Wilderness linking with the Appalachian Trail past cascades, rock scrambles, and shelters.",https://ik.imagekit.io/OE/nelson-county/listings/mau-har-trail-image1_eNNMwbi1U,Scenic view from Mau-Har Trail,,,,,,,,,(434) 263-7015,"Blue Ridge Parkway Milepost 13.7, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2013.7%2C%20Roseland%2C%20VA%2022967,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2013.7%2C%20Roseland%2C%20VA%2022967
76,Montebello Nature Trail,montebello-nature-trail,Hikes & Trails,,Montebello,"Half-mile nature walk beside Montebello’s former fish hatchery stream with fern-lined banks, benches, and steady bird activity.","Half-mile nature walk beside Montebello’s former fish hatchery stream with fern-lined banks, benches, and steady bird activity.",https://ik.imagekit.io/OE/nelson-county/listings/montebello-nature-trail-image1_Uvj7h3IC1,Scenic view from Montebello Nature Trail,,,,,,,,,(540) 377-2650,"359 Fish Hatchery Lane, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=359%20Fish%20Hatchery%20Lane%2C%20Montebello%2C%20VA%2024464,,false,https://www.google.com/maps/dir/?api=1&destination=359%20Fish%20Hatchery%20Lane%2C%20Montebello%2C%20VA%2024464
77,Nelson County Wilderness Area,nelson-county-wilderness-area,Hikes & Trails,,Montebello,"Protected wilderness spanning The Priest and Three Ridges with rugged Appalachian Trail miles, dramatic elevation changes, and backcountry solitude.","Protected wilderness spanning The Priest and Three Ridges with rugged Appalachian Trail miles, dramatic elevation changes, and backcountry solitude.",https://ik.imagekit.io/OE/nelson-county/listings/nelson-county-wilderness-area-image1_kdVr3IMtp,Scenic view from Nelson County Wilderness Area,,,,,,,,,(434) 263-7015,"George Washington National Forest, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=George%20Washington%20National%20Forest%2C%20Montebello%2C%20VA%2024464,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=George%20Washington%20National%20Forest%2C%20Montebello%2C%20VA%2024464
78,North Fork of the Piney River,north-fork-of-the-piney-river,Hikes & Trails,,Piney River,"Scenic drive and short riverside stroll showcasing Piney River cascades, stocked fishing holes, and swimming spots in Nelson County.","Scenic drive and short riverside stroll showcasing Piney River cascades, stocked fishing holes, and swimming spots in Nelson County.",https://ik.imagekit.io/OE/nelson-county/listings/north-fork-of-the-piney-river-image1_-MuJGSrnG,Exterior view of North Fork of the Piney River,,,,,,,,,(434) 263-7015,"Piney River, VA 22964",josh,,,https://www.google.com/maps/dir/?api=1&destination=Piney%20River%2C%20VA%2022964,Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Piney%20River%2C%20VA%2022964
79,Old Appalachian Trail,old-appalachian-trail,Hikes & Trails,,Wintergreen Resort,"3.3-mile former Appalachian Trail alignment with greenstone ledges, Shenandoah Valley overlooks, and spring wildflowers across multiple access points.","3.3-mile former Appalachian Trail alignment with greenstone ledges, Shenandoah Valley overlooks, and spring wildflowers across multiple access points.",https://ik.imagekit.io/OE/nelson-county/listings/old-appalachian-trail-image1_mjlB71z_w,Scenic view from Old Appalachian Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
80,Paul’s Creek Trail,pauls-creek-trail,Hikes & Trails,,Wintergreen Resort,0.6-mile blue-blazed valley hike culminating at Paul’s Creek waterfalls with smooth rock slabs and family-friendly cascades near Wintergreen.,0.6-mile blue-blazed valley hike culminating at Paul’s Creek waterfalls with smooth rock slabs and family-friendly cascades near Wintergreen.,https://ik.imagekit.io/OE/nelson-county/listings/paul-s-creek-trail-image1_MwER-wYqT,Scenic view from Paul’s Creek Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
81,Pedlars Edge Trail,pedlars-edge-trail,Hikes & Trails,,Wintergreen Resort,"1.6-mile difficult red trail paralleling Blackrock with pedlar formation geology, open powerline birding, and wildflower-rich edge habitat.","1.6-mile difficult red trail paralleling Blackrock with pedlar formation geology, open powerline birding, and wildflower-rich edge habitat.",https://ik.imagekit.io/OE/nelson-county/listings/pedlars-edge-trail-image1_vnTLjWNB-,Scenic view from Pedlars Edge Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
82,Pond Hollow Trail,pond-hollow-trail,Hikes & Trails,,Wintergreen Resort,"One-mile red-blazed route along a geologic fault line with displaced boulders, varied plant communities, and bobcat-friendly habitat.","One-mile red-blazed route along a geologic fault line with displaced boulders, varied plant communities, and bobcat-friendly habitat.",https://ik.imagekit.io/OE/nelson-county/listings/pond-hollow-trail-image1_Ej7WY6jiu,Exterior view of Pond Hollow Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
83,Ravens Roost Park,ravens-roost-park,Hikes & Trails,,Wintergreen Resort,"0.5-mile yellow loop through mixed forest with wildflower displays, solitude, and access from White Oak Drive or Wintergreen Drive.","0.5-mile yellow loop through mixed forest with wildflower displays, solitude, and access from White Oak Drive or Wintergreen Drive.",https://ik.imagekit.io/OE/nelson-county/listings/ravens-roost-park-image1_1twDjr3Lr,Exterior view of Ravens Roost Park,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Seasonal Menu; Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
84,Shamokin Springs Nature Preserve,shamokin-springs-nature-preserve,Hikes & Trails,,Lovingston,"0.3-mile preserve loop protecting high-elevation wetlands with braided streams, northern plant species, and easy access for families.","0.3-mile preserve loop protecting high-elevation wetlands with braided streams, northern plant species, and easy access for families.",https://ik.imagekit.io/OE/nelson-county/listings/shamokin-springs-nature-preserve-image1_06TPiH1-t,Exterior view of Shamokin Springs Nature Preserve,,https://ik.imagekit.io/OE/nelson-county/listings/shamokin-springs-nature-preserve-image2_sDnCAzjbr,Interior view of Shamokin Springs Nature Preserve,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Educational; Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
85,The Plunge,the-plunge,Hikes & Trails,,Wintergreen Resort,"Short yellow access spur to Blackrock featuring steep pedlar gneiss formations, panoramic overlooks, and a signature family photo spot.","Short yellow access spur to Blackrock featuring steep pedlar gneiss formations, panoramic overlooks, and a signature family photo spot.",https://ik.imagekit.io/OE/nelson-county/listings/the-plunge-image1_RX1pJhwfh,Scenic view from The Plunge,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
86,Trillium Field,trillium-field,Hikes & Trails,,Wintergreen Resort,"Easy 0.1-mile stroll where thousands of trillium bloom each May along Wintergreen Drive and Devils Knob Loop, with wildflowers through summer.","Easy 0.1-mile stroll where thousands of trillium bloom each May along Wintergreen Drive and Devils Knob Loop, with wildflowers through summer.",https://ik.imagekit.io/OE/nelson-county/listings/trillium-field-image1_7pHAG-Gk3,Exterior view of Trillium Field,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Seasonal Menu,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
87,Upper Shamokin Falls Trail,upper-shamokin-falls-trail,Hikes & Trails,,Wintergreen Resort,"0.4-mile yellow trail to Upper Shamokin Falls with evergreen ferns, wildflowers, and camera-ready cascades near Wintergreen.","0.4-mile yellow trail to Upper Shamokin Falls with evergreen ferns, wildflowers, and camera-ready cascades near Wintergreen.",https://ik.imagekit.io/OE/nelson-county/listings/upper-shamokin-falls-trail-image1_ce-OXirm6,Scenic view from Upper Shamokin Falls Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Family Friendly; Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
88,Upper Shamokin Gorge Trail,upper-shamokin-gorge-trail,Hikes & Trails,,Wintergreen Resort,"Challenging 0.8-mile red trail in the Upper Shamokin Gorge with stream crossings, lush understory, and links to the Appalachian Trail.","Challenging 0.8-mile red trail in the Upper Shamokin Gorge with stream crossings, lush understory, and links to the Appalachian Trail.",https://ik.imagekit.io/OE/nelson-county/listings/upper-shamokin-gorge-trail-image1_tKh9Zdsqi,Scenic view from Upper Shamokin Gorge Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
89,White Oak Trail,white-oak-trail,Hikes & Trails,,Wintergreen Resort,"0.5-mile moderate yellow trail offering bird-friendly woods, wildflowers, and a quiet loop accessible from White Oak or Wintergreen drives.","0.5-mile moderate yellow trail offering bird-friendly woods, wildflowers, and a quiet loop accessible from White Oak or Wintergreen drives.",https://ik.imagekit.io/OE/nelson-county/listings/white-oak-trail-image1_X40JzxeuX,Scenic view from White Oak Trail,,,,,,,,,(434) 263-7015,"8519 Thomas Nelson Hwy, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949,Seasonal Menu; Hiking,false,https://www.google.com/maps/dir/?api=1&destination=8519%20Thomas%20Nelson%20Hwy%2C%20Lovingston%2C%20VA%2022949
90,White Rock Falls,white-rock-falls,Hikes & Trails,,Montebello,"2.5-mile moderate waterfall hike with natural wading pools, gorge views, and options to extend via the Slacks Overlook loop on the Parkway.","2.5-mile moderate waterfall hike with natural wading pools, gorge views, and options to extend via the Slacks Overlook loop on the Parkway.",https://ik.imagekit.io/OE/nelson-county/listings/white-rock-falls-image1_t3PUF_tMy,Scenic view from White Rock Falls,,,,,,,,,(434) 263-7015,"Blue Ridge Parkway Milepost 19, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2019%2C%20Montebello%2C%20VA%2024464,Pool,false,https://www.google.com/maps/dir/?api=1&destination=Blue%20Ridge%20Parkway%20Milepost%2019%2C%20Montebello%2C%20VA%2024464
91,Three Ridges,three-ridges,Hikes & Trails,,Tyro,"Difficult 13.3-mile Three Ridges loop combining the Appalachian Trail and Mau-Har for waterfalls, rugged ridgelines, and overnight backcountry camping.","Difficult 13.3-mile Three Ridges loop combining the Appalachian Trail and Mau-Har for waterfalls, rugged ridgelines, and overnight backcountry camping.",https://ik.imagekit.io/OE/nelson-county/listings/three-ridges-image1_FeDL-sZPk,Scenic view from Three Ridges,,,,,,,,,(434) 263-7015,"Reeds Gap Trailhead, Route 664, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Reeds%20Gap%20Trailhead%2C%20Route%20664%2C%20Roseland%2C%20VA%2022967,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=Reeds%20Gap%20Trailhead%2C%20Route%20664%2C%20Roseland%2C%20VA%2022967
92,Stoney Creek Park,stoney-creek-park,Hikes & Trails,,Wintergreen Resort,"Community linear park in Stoney Creek with creekside walking path, new picnic areas, benches, and easy terrain for families.","Community linear park in Stoney Creek with creekside walking path, new picnic areas, benches, and easy terrain for families.",https://ik.imagekit.io/OE/nelson-county/listings/stoney-creek-park-image1_Jb225aVyuc,Exterior view of Stoney Creek Park,,,,,,,,,(434) 263-7015,"Stoney Creek West Drive, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Stoney%20Creek%20West%20Drive%2C%20Nellysford%2C%20VA%2022958,Picnic Area; Family Friendly; Parking,false,https://www.google.com/maps/dir/?api=1&destination=Stoney%20Creek%20West%20Drive%2C%20Nellysford%2C%20VA%2022958
93,Spy Rock,spy-rock,Hikes & Trails,,Montebello,"Alternative 6.5-mile round-trip route to Spy Rock via Meadows Lane featuring sustained climbs, rocky scrambles, and sweeping summit panoramas.","Alternative 6.5-mile round-trip route to Spy Rock via Meadows Lane featuring sustained climbs, rocky scrambles, and sweeping summit panoramas.",https://ik.imagekit.io/OE/nelson-county/listings/spy-rock-image1_1KwRYk5CN,Exterior view of Spy Rock,,,,,,,,,(540) 265-5100,"Meadows Lane (SR 826) Trailhead, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=Meadows%20Lane%20%28SR%20826%29%20Trailhead%2C%20Montebello%2C%20VA%2024464,Scenic Views,false,https://www.google.com/maps/dir/?api=1&destination=Meadows%20Lane%20%28SR%20826%29%20Trailhead%2C%20Montebello%2C%20VA%2024464
94,Spruce Creek Park,spruce-creek-park,Hikes & Trails,,Nellysford,"Spruce Creek Park trail hub in Nellysford connecting multiple Rockfish Valley Foundation paths, native plant gardens, and the Natural History Center.","Spruce Creek Park trail hub in Nellysford connecting multiple Rockfish Valley Foundation paths, native plant gardens, and the Natural History Center.",https://ik.imagekit.io/OE/nelson-county/listings/spruce-creek-park-image1_dQTxUZJOD,Scenic view from Spruce Creek Park,,,,,,,,,(434) 361-0271,"1368 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=1368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,Hiking,false,https://www.google.com/maps/dir/?api=1&destination=1368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
95,Rockfish Valley Loop Trails,rockfish-valley-loop-trails,Hikes & Trails,,Nellysford,"Flat four-mile network skirting the Rockfish River and Reid’s Creek with birding hotspots, interpretive signage, and farm-country views.","Flat four-mile network skirting the Rockfish River and Reid’s Creek with birding hotspots, interpretive signage, and farm-country views.",https://ik.imagekit.io/OE/nelson-county/listings/rockfish-valley-loop-trails-image1_pCdYf7Kn0,Exterior of Rockfish Valley Loop Trails farm,,,,,,,,,(434) 361-0126,"Rockfish Valley Loop Trailhead, 1368 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20Valley%20Loop%20Trailhead%2C%201368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,Hiking; Educational,false,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20Valley%20Loop%20Trailhead%2C%201368%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
