id,name,type,area,description,image1,image2,image3,website,phone,address,amenities,featured,slug,authorName,publishedDate,modifiedDate,status,directionsLink,detailedDescription,externalWebsite
2172,Cheval Circle,Cabins & Cottages,Afton,"Cheval Circle is a rustic three-bedroom home on a meadow beside a horse farm, offering mountain views and easy drives to Afton attractions.",https://ik.imagekit.io/OE/nelson-county/Cheval-Circle.jpg,https://ik.imagekit.io/OE/nelson-county/Cheval-Circle-Interior.jpg,,https://nelsoncounty.com/explore/cheval-circle/,,"Afton, VA 22920",Farm; Equestrian; Scenic Views; Cabins; Lodging,FALSE,cheval-circle,josh,2025-02-07,2025-02-07,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Cheval Circle is a rustic three-bedroom home on a meadow beside a horse farm, offering mountain views and easy drives to Afton attractions.",
2174,The Wine Cottage,Cabins & Cottages,Afton,"The Wine Cottage is a mid-century ranch with updated interiors, mountain views, and a private fire pit minutes from Nelson 151 tasting rooms.",https://ik.imagekit.io/OE/nelson-county/The-Wine-Cottage.jpg,https://ik.imagekit.io/OE/nelson-county/The-Wine-Cottage-Interior.jpg,,https://nelsoncounty.com/explore/the-wine-cottage/,,"Afton, VA 22920",Scenic Views; Tastings; Wine; Cabins; Lodging,FALSE,the-wine-cottage,josh,2025-02-08,2025-02-08,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"The Wine Cottage is a mid-century ranch with updated interiors, mountain views, and a private fire pit minutes from Nelson 151 tasting rooms.",
2178,Carter's Cottage,Cabins & Cottages,Afton,"Carter’s Cottage is a modern farmhouse in downtown Nellysford within walking distance to Three Notch’d, featuring a hot tub and updated open floor plan.",https://ik.imagekit.io/OE/nelson-county/Carters-Cottage.jpg,https://ik.imagekit.io/OE/nelson-county/Carters-Cottage-Interior.jpg,,https://nelsoncounty.com/explore/carters-cottage/,,"Nellysford, VA 22958",Cabins; Lodging,FALSE,carters-cottage,josh,2025-02-07,2025-02-07,publish,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,"Carter’s Cottage is a modern farmhouse in downtown Nellysford within walking distance to Three Notch’d, featuring a hot tub and updated open floor plan.",
2180,Beech Grove Cottage,Cabins & Cottages,Roseland,"Beech Grove Cottage is a renovated 1920s bungalow across from Devils Backbone with fiber internet, huge yard, and fire pit for six guests.",https://ik.imagekit.io/OE/nelson-county/Beech-Grove-Cottage.jpg,https://ik.imagekit.io/OE/nelson-county/Beech-Grove-Cottage-Interior.jpg,,https://nelsoncounty.com/explore/beech-grove-cottage/,,"200 Mosbys Run, Roseland, VA 22967",Cabins; Lodging,FALSE,beech-grove-cottage,josh,2025-02-07,2025-02-07,publish,https://www.google.com/maps/dir/?api=1&destination=200%20Mosbys%20Run%2C%20Roseland%2C%20VA%2022967,"Beech Grove Cottage is a renovated 1920s bungalow across from Devils Backbone with fiber internet, huge yard, and fire pit for six guests.",
2182,Montebello Resort,Cabins & Cottages,Montebello,"Montebello Resort offers rustic cabins and cottages with onsite lake, trout pond, country store, and easy access to Crabtree Falls trails.",https://ik.imagekit.io/OE/nelson-county/Montebello-Resort.jpg,https://ik.imagekit.io/OE/nelson-county/Montebello-Resort-Interior.jpg,,https://nelsoncounty.com/explore/montebello-resort/,(540) 377-2650,"15090 Crabtree Falls Highway, Montebello, VA 24464",Cafe; Retail; Hiking; Cabins; Pet Friendly; Lodging,FALSE,montebello-resort,josh,2025-02-07,2025-03-06,publish,https://www.google.com/maps/dir/?api=1&destination=15090%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,"Montebello Resort offers rustic cabins and cottages with onsite lake, trout pond, country store, and easy access to Crabtree Falls trails.",
2185,Freshwater Field Cabin,Cabins & Cottages,Lovingston,"Freshwater Field Cabin sits on a private farm hollow near Lovingston with hiking trails, horse pastures, and easy drives to Nelson attractions.",https://ik.imagekit.io/OE/nelson-county/Freshwater-Field-Cabin.jpg,https://ik.imagekit.io/OE/nelson-county/Freshwater-Field-Cabin-Interior.jpg,,https://nelsoncounty.com/explore/freshwater-field-cabin/,,"Lovingston, VA 22949",Farm; Cabins; Equestrian; Lodging,FALSE,freshwater-field-cabin,josh,2025-02-07,2025-02-07,publish,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,"Freshwater Field Cabin sits on a private farm hollow near Lovingston with hiking trails, horse pastures, and easy drives to Nelson attractions.",
2188,Four Elements Farm,Cabins & Cottages,Roseland,"Four Elements Farm is a 116-acre retreat with farmhouse lodging, hot tub, pond, friendly goats, and proximity to Devils Backbone and Wintergreen.",https://ik.imagekit.io/OE/nelson-county/Four-Elements-Farm.jpg,https://ik.imagekit.io/OE/nelson-county/Four-Elements-Farm-Interior.jpg,,https://nelsoncounty.com/explore/four-elements-farm/,,"Roseland, VA 22967",Lodging; Farm; Pet Friendly; Cabins,FALSE,four-elements-farm,josh,2025-02-07,2025-08-13,publish,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,"Four Elements Farm is a 116-acre retreat with farmhouse lodging, hot tub, pond, friendly goats, and proximity to Devils Backbone and Wintergreen.",
2190,Time to Wine Down,Cabins & Cottages,Afton,"Time to Wine Down is a five-bedroom Afton retreat on two acres with dual living rooms, basement game space, air hockey, expansive fire pit, and string-lit outdoor dining near the Route 151 beverage trail.",https://ik.imagekit.io/OE/nelson-county/Time-to-Wine-Down.jpg,https://ik.imagekit.io/OE/nelson-county/Time-to-Wine-Down-Interior.jpg,,https://nelsoncounty.com/explore/time-to-wine-down/,,"Afton, VA 22920",Outdoor Seating; Wine; Cabins; Lodging,FALSE,time-to-wine-down,josh,2025-02-08,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Time to Wine Down is a five-bedroom Afton retreat on two acres with dual living rooms, basement game space, air hockey, expansive fire pit, and string-lit outdoor dining near the Route 151 beverage trail.",
2192,Love Afton Cabin,Cabins & Cottages,Afton,"Love Afton Cabin spans 11.5 acres with mountain views, private fishing pond, multiple decks, and entertainment spaces for groups up to 16.",https://ik.imagekit.io/OE/nelson-county/Love-Afton-Cabin.jpg,https://ik.imagekit.io/OE/nelson-county/Love-Afton-Cabin-Interior.jpg,,https://nelsoncounty.com/explore/love-afton-cabin/,,"5495 Mountain Road, Afton, VA 22920",Outdoor Seating; Scenic Views; Cabins; Lodging; Water Sports,FALSE,love-afton-cabin,josh,2025-02-08,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=5495%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,"Love Afton Cabin spans 11.5 acres with mountain views, private fishing pond, multiple decks, and entertainment spaces for groups up to 16.",
2194,Meili Mountain,Pet Friendly,Tent Camping,"Meili Mountain offers rustic creekside camping on private land for quiet, leave-no-trace stays near Nelson County trails.",https://ik.imagekit.io/OE/nelson-county/Meili-Mountain.jpg,https://ik.imagekit.io/OE/nelson-county/Meili-Mountain-2.jpg,,https://nelsoncounty.com/explore/meili-mountain/,,"Nelson County, VA",Scenic Views; Pet Friendly,FALSE,meili-mountain,josh,2025-02-09,2025-02-09,publish,https://www.google.com/maps/dir/?api=1&destination=Nelson%20County%2C%20VA,"Meili Mountain offers rustic creekside camping on private land for quiet, leave-no-trace stays near Nelson County trails.",
2196,Adventure Awaits,Pet Friendly,Roseland,"Adventure Awaits is a pet-friendly Wintergreen home two minutes from the slopes with hot tub, fire pit, multiple living areas, and five smart TVs.",https://ik.imagekit.io/OE/nelson-county/Adventure-Awaits.jpg,https://ik.imagekit.io/OE/nelson-county/Adventure-Awaits-Interior.jpg,,https://nelsoncounty.com/explore/adventure-awaits/,,"Wintergreen Resort, Roseland, VA 22967",Scenic Views; Pet Friendly; Skiing,FALSE,adventure-awaits,josh,2025-02-08,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,"Adventure Awaits is a pet-friendly Wintergreen home two minutes from the slopes with hot tub, fire pit, multiple living areas, and five smart TVs.",
2198,Wintergreen Ridge Retreat,Pet Friendly,Wintergreen Resort,"Wintergreen Ridge Retreat is a four-bedroom mountain home sleeping ten with expansive decks, hot tub, and easy access to Wintergreen lifts and trails.",https://ik.imagekit.io/OE/nelson-county/Wintergreen-Ridge-Retreat-Interior.jpg,https://ik.imagekit.io/OE/nelson-county/Wintergreen-Ridge-Retreat.jpg,,https://nelsoncounty.com/explore/wintergreen-ridge-retreat/,,"Wintergreen Resort, Nellysford, VA 22958",Outdoor Seating; Scenic Views; Pet Friendly,FALSE,wintergreen-ridge-retreat,josh,2025-02-08,2025-05-30,publish,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Nellysford%2C%20VA%2022958,"Wintergreen Ridge Retreat is a four-bedroom mountain home sleeping ten with expansive decks, hot tub, and easy access to Wintergreen lifts and trails.",
2200,Maren Estate,Cabins & Cottages,Afton,"Maren Estate is a 7,200-square-foot luxury home on a 50-acre farm with seasonal pool, year-round hot tub, bocce court, and beer garden.",https://ik.imagekit.io/OE/nelson-county/Maren-Estate.jpg,https://ik.imagekit.io/OE/nelson-county/Maren-Estate-Interior.jpg,,https://nelsoncounty.com/explore/maren-estate/,,"Afton, VA 22920",Pool; Seasonal Menu; Beer; Pet Friendly; Cabins; Lodging,FALSE,maren-estate,josh,2025-02-08,2025-02-08,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Maren Estate is a 7,200-square-foot luxury home on a 50-acre farm with seasonal pool, year-round hot tub, bocce court, and beer garden.",
2202,The Blue Ridge Farm and Wedding Venue,Cabins & Cottages,Afton,"The Blue Ridge Farm & Farmhouse combines a six-acre event-ready property with renovated farmhouse lodging, vineyard views, and proximity to Brew Ridge Trail.",https://ik.imagekit.io/OE/nelson-county/The-Blue-Ridge-Farm-and-Wedding-Venue.jpg,https://ik.imagekit.io/OE/nelson-county/The-Blue-Ridge-Farm-and-Wedding-Venue-Interior.jpg,,https://nelsoncounty.com/explore/the-blue-ridge-farm-and-wedding-venue/,,"Afton, VA 22920",Lodging; Wine; Scenic Views; Events; Pet Friendly; Cabins,FALSE,the-blue-ridge-farm-and-wedding-venue,josh,2025-02-08,2025-02-08,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"The Blue Ridge Farm & Farmhouse combines a six-acre event-ready property with renovated farmhouse lodging, vineyard views, and proximity to Brew Ridge Trail.",
2204,"Acorn Inn, Inc (Cottage, B&B and Group Retreat)",Bed and Breakfast,Faber,"Acorn Inn operates an inn, cottage, and farmhouse retreat with shared gathering spaces, kitchenettes, and wraparound porches for groups and cyclists.",https://ik.imagekit.io/OE/nelson-county/Acorn-Inn.jpg,https://ik.imagekit.io/OE/nelson-county/Acorn-Inn-Interior.jpg,,https://nelsoncounty.com/explore/acorn-inn-inc-cottage-bb-and-group-retreat/,,"2131 Stagebridge Road, Lovingston, VA 22949",Lodging; Outdoor Seating; Breakfast; Pet Friendly,FALSE,acorn-inn-inc-cottage-bb-and-group-retreat,josh,2025-02-08,2025-02-08,publish,https://www.google.com/maps/dir/?api=1&destination=2131%20Stagebridge%20Road%2C%20Lovingston%2C%20VA%2022949,"Acorn Inn operates an inn, cottage, and farmhouse retreat with shared gathering spaces, kitchenettes, and wraparound porches for groups and cyclists.",
2207,Cottage at Old Stoney Creek,Cabins & Cottages,Nellysford,"Cottage at Old Stoney Creek is a two-bedroom hot tub retreat in Nellysford with creek views, fire pit, and deck seating near Route 151 breweries.",https://ik.imagekit.io/OE/nelson-county/Cottage-at-Old-Stoney-Creek.jpg,https://ik.imagekit.io/OE/nelson-county/Cottage-at-Old-Stoney-Creek-Interior.jpg,,https://nelsoncounty.com/explore/cottage-at-old-stoney-creek/,,"Nellysford, VA 22958",Outdoor Seating; Cabins; Lodging,FALSE,cottage-at-old-stoney-creek,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,"Cottage at Old Stoney Creek is a two-bedroom hot tub retreat in Nellysford with creek views, fire pit, and deck seating near Route 151 breweries.",
2209,Blue Ridge Heaven,Cabins & Cottages,Roseland,"Blue Ridge Heaven is a 3,200-square-foot Wintergreen home at 3,800 feet with three decks, renovated interiors, and sweeping southern views.",https://ik.imagekit.io/OE/nelson-county/Blue-Ridge-Heaven.jpg,https://ik.imagekit.io/OE/nelson-county/Blue-Ridge-Heaven-Interior.jpg,,https://nelsoncounty.com/explore/blue-ridge-heaven/,,"Wintergreen Resort, Roseland, VA 22967",Outdoor Seating; Full Kitchen; Scenic Views; Cabins; Lodging,FALSE,blue-ridge-heaven,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967,"Blue Ridge Heaven is a 3,200-square-foot Wintergreen home at 3,800 feet with three decks, renovated interiors, and sweeping southern views.",
2212,Dancing Bear Lodge,Cabins & Cottages,Roseland,"Dancing Bear Lodge is a 2,000-square-foot cabin on 38 acres with sweeping mountain vistas, stone fireplace, and space for up to ten guests.",https://ik.imagekit.io/OE/nelson-county/Dancing-Bear-Lodge.jpg,https://ik.imagekit.io/OE/nelson-county/Dancing-Bear-Lodge-Interior.jpg,,https://nelsoncounty.com/explore/dancing-bear-lodge/,,"Roseland, VA 22967",Scenic Views; Outdoor Seating; Cabins; Pet Friendly; Lodging,FALSE,dancing-bear-lodge,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,"Dancing Bear Lodge is a 2,000-square-foot cabin on 38 acres with sweeping mountain vistas, stone fireplace, and space for up to ten guests.",
2214,Windy Knoll,Cabins & Cottages,Afton,"Windy Knoll is a light-filled mountain home on 3.5 acres with large decks, full kitchen, and loft suite overlooking Afton greenery.",https://ik.imagekit.io/OE/nelson-county/Windy-Knoll.jpg,https://ik.imagekit.io/OE/nelson-county/Windy-Knoll-Interior.jpg,,https://nelsoncounty.com/explore/windy-knoll/,,"Afton, VA 22920",Lodging; Outdoor Seating; Full Kitchen; Wi-Fi; Pet Friendly; Cabins,FALSE,windy-knoll,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Windy Knoll is a light-filled mountain home on 3.5 acres with large decks, full kitchen, and loft suite overlooking Afton greenery.",
2216,Creekside,Cabins & Cottages,Afton,"Creekside is a modern cabin near Route 151 with private hot tub, EV charger, fire pit, and memory-foam beds for Blue Ridge getaways.",https://ik.imagekit.io/OE/nelson-county/Creekside-Interior.jpg,https://ik.imagekit.io/OE/nelson-county/Creekside.jpg,,https://nelsoncounty.com/explore/creekside/,,"Afton, VA 22920",EV Charging; Wi-Fi; Full Kitchen; Scenic Views; Cabins; Lodging,FALSE,creekside,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Creekside is a modern cabin near Route 151 with private hot tub, EV charger, fire pit, and memory-foam beds for Blue Ridge getaways.",
2218,Cottage on Route 151,Cabins & Cottages,Afton,"Cottage on Route 151—also known as Towler Cottage—is a one-bedroom getaway with hot tub, fire pit, and mountain views minutes from breweries and hikes.",https://ik.imagekit.io/OE/nelson-county/Cottage-on-Route-151.jpg,https://ik.imagekit.io/OE/nelson-county/Cottage-on-Route-151-Interior.jpg,,https://nelsoncounty.com/explore/cottage-on-route-151/,,"Afton, VA 22920",Scenic Views; Cabins; Lodging,FALSE,cottage-on-route-151,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Cottage on Route 151—also known as Towler Cottage—is a one-bedroom getaway with hot tub, fire pit, and mountain views minutes from breweries and hikes.",
2220,Farmhouse on Route 151,Cabins & Cottages,Afton,"Farmhouse on Route 151 is a 1904 three-bedroom home with high-speed Wi-Fi, gas fireplace, two-acre yard, and stone fire pit near wine trail stops.",https://ik.imagekit.io/OE/nelson-county/Farmhouse-on-Route-151.jpg,https://ik.imagekit.io/OE/nelson-county/Farmhouse-on-Route-151-Interior.jpg,,https://nelsoncounty.com/explore/farmhouse-on-route-151/,,"Afton, VA 22920",Wi-Fi; Scenic Views; Beer; Fuel; Wine,FALSE,farmhouse-on-route-151,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Farmhouse on Route 151 is a 1904 three-bedroom home with high-speed Wi-Fi, gas fireplace, two-acre yard, and stone fire pit near wine trail stops.",
2222,The Castor Cabin,Cabins & Cottages,Wintergreen Resort,"The Castor Cabin is a newly renovated, dog-friendly mountain cabin with modern amenities, fire pit, and easy access to Nelson County trails.",https://ik.imagekit.io/OE/nelson-county/The-Castor-Cabin.jpg,https://ik.imagekit.io/OE/nelson-county/The-Castor-Cabin-Interior.jpg,,https://nelsoncounty.com/explore/the-castor-cabin/,,"Roseland, VA 22967",Scenic Views; Cabins; Family Friendly; Pet Friendly; Outdoor Seating; Full Kitchen; Lodging,FALSE,the-castor-cabin,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,"The Castor Cabin is a newly renovated, dog-friendly mountain cabin with modern amenities, fire pit, and easy access to Nelson County trails.",
2225,Rocky Run Landing,Cabins & Cottages,Arrington,"Rocky Run Landing is a cozy riverside cabin on the Tye River offering fishing, paddling, and simple comforts for unplugged stays.",https://ik.imagekit.io/OE/nelson-county/Rocky-Run-Landing.jpg,https://ik.imagekit.io/OE/nelson-county/Rocky-Run-Landing-Interior.jpg,,https://nelsoncounty.com/explore/rocky-run-landing/,,"Tyro, VA 22976",Cabins; Scenic Views; Pet Friendly; Lodging; Water Sports,FALSE,rocky-run-landing,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,"Rocky Run Landing is a cozy riverside cabin on the Tye River offering fishing, paddling, and simple comforts for unplugged stays.",
2228,Cottage on the Knoll,Cabins & Cottages,Lovingston,"Cottage on the Knoll is a three-bedroom, two-bath home centrally located between Nelson 29 and 151 with updated kitchen and spacious living area.",https://ik.imagekit.io/OE/nelson-county/Cottage-on-the-Knoll.jpg,https://ik.imagekit.io/OE/nelson-county/Cottage-on-the-Knoll-Interior.jpg,,https://nelsoncounty.com/explore/cottage-on-the-knoll/,,"Lovingston, VA 22949",Full Kitchen; Outdoor Seating; Cabins; Lodging,FALSE,cottage-on-the-knoll,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Lovingston%2C%20VA%2022949,"Cottage on the Knoll is a three-bedroom, two-bath home centrally located between Nelson 29 and 151 with updated kitchen and spacious living area.",
2230,High Lonesome Cabin,Cabins & Cottages,Tyro,"High Lonesome Cabin sits on 20 secluded acres near Crabtree Falls with wraparound porch, woodstove, loft sleeping, and spiral staircase.",https://ik.imagekit.io/OE/nelson-county/High-Lonesome-Cabin.jpg,https://ik.imagekit.io/OE/nelson-county/High-Lonesome-Cabin-Interior.jpg,,https://nelsoncounty.com/explore/high-lonesome-cabin/,,"Tyro, VA 22976",Scenic Views; Outdoor Seating; Pet Friendly; Cabins; Lodging,FALSE,high-lonesome-cabin,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Tyro%2C%20VA%2022976,"High Lonesome Cabin sits on 20 secluded acres near Crabtree Falls with wraparound porch, woodstove, loft sleeping, and spiral staircase.",
2232,The Lewis Catherine House,Cabins & Cottages,Afton,"The Lewis Catherine House is a renovated 1905 farmhouse on seven acres along Afton Mountain Road, sleeping twelve near Veritas and Route 151.",https://ik.imagekit.io/OE/nelson-county/The-Lewis-Catherine-House.jpg,https://ik.imagekit.io/OE/nelson-county/The-Lewis-Catherine-House-Interior.jpg,,https://nelsoncounty.com/explore/the-lewis-catherine-house/,,"1470 Afton Mountain Road, Afton, VA 22920",Beer; Full Kitchen; Pet Friendly; Cabins; Lodging,FALSE,the-lewis-catherine-house,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=1470%20Afton%20Mountain%20Road%2C%20Afton%2C%20VA%2022920,"The Lewis Catherine House is a renovated 1905 farmhouse on seven acres along Afton Mountain Road, sleeping twelve near Veritas and Route 151.",
2234,Glenbrae,Cabins & Cottages,Afton,"Glenbrae is a designer five-bedroom home just off Route 151 with Peloton-equipped office, fenced yard, mountain views, and fire pit.",https://ik.imagekit.io/OE/nelson-county/Glenbrae.jpg,https://ik.imagekit.io/OE/nelson-county/Glenbrae-Interior.jpg,,https://nelsoncounty.com/explore/glenbrae/,,"Afton, VA 22920",Scenic Views; Pet Friendly; Cabins; Lodging,FALSE,glenbrae,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Glenbrae is a designer five-bedroom home just off Route 151 with Peloton-equipped office, fenced yard, mountain views, and fire pit.",
2236,Elk Mountain Overlook,Cabins & Cottages,Afton,"Elk Mountain Overlook is a boutique chalet perched off the Blue Ridge Parkway with two king suites, soaker tub, dual-head shower, and expansive deck views.",https://ik.imagekit.io/OE/nelson-county/Elk-Mountain-Overlook.jpg,https://ik.imagekit.io/OE/nelson-county/Elk-Mountain-Overlook-Interior.jpg,,https://nelsoncounty.com/explore/elk-mountain-overlook/,,"Afton, VA 22920",Outdoor Seating; Scenic Views; Full Kitchen; Pet Friendly; Cabins; Lodging,FALSE,elk-mountain-overlook,josh,2025-02-10,2025-02-10,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Elk Mountain Overlook is a boutique chalet perched off the Blue Ridge Parkway with two king suites, soaker tub, dual-head shower, and expansive deck views.",
2238,Ethan's Den,Pet Friendly,Wintergreen Resort,"Ethan’s Den is a stylish one-bedroom suite with live-edge breakfast bar, heated floors, fireplace, and luxe finishes for couples getaways.",https://ik.imagekit.io/OE/nelson-county/Ethans-Den.jpg,https://ik.imagekit.io/OE/nelson-county/Ethans-Den-Interior.jpg,,https://nelsoncounty.com/explore/ethans-den/,,"Roseland, VA 22967",Breakfast; Bar; Pet Friendly,FALSE,ethans-den,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,"Ethan’s Den is a stylish one-bedroom suite with live-edge breakfast bar, heated floors, fireplace, and luxe finishes for couples getaways.",
2240,The Mountain House INN,Cabins & Cottages,Montebello,The Mountain House Inn is a remodeled two-story retreat on an 18-acre sunny mountain property offering quiet escapes near Montebello and Crabtree Falls.,https://ik.imagekit.io/OE/nelson-county/Mountain-House-Inn.jpg,https://ik.imagekit.io/OE/nelson-county/Mountain-House-Inn-Interior.jpg,,https://nelsoncounty.com/explore/the-mountain-house-inn/,,"Montebello, VA 24464",Scenic Views; Pet Friendly; Cabins; Lodging,FALSE,the-mountain-house-inn,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,The Mountain House Inn is a remodeled two-story retreat on an 18-acre sunny mountain property offering quiet escapes near Montebello and Crabtree Falls.,
2242,Sweet Afton,Cabins & Cottages,Afton,"Sweet Afton is a historic two-bedroom cottage on 1.55 fenced acres with 1-gig fiber internet, fire pit, and sweeping mountain views near Veritas.",https://ik.imagekit.io/OE/nelson-county/Sweet-Afton.jpg,https://ik.imagekit.io/OE/nelson-county/Sweet-Afton-Inteior.jpg,,https://nelsoncounty.com/explore/sweet-afton/,,"Afton, VA 22920",Scenic Views; Pet Friendly; Cabins; Lodging,FALSE,sweet-afton,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,"Sweet Afton is a historic two-bedroom cottage on 1.55 fenced acres with 1-gig fiber internet, fire pit, and sweeping mountain views near Veritas.",
2244,Three Sisters Pre-Civil War Log Cabin,Cabins & Cottages,Montebello,"Three Sisters Pre-Civil War Log Cabin is an 1840 two-story log home with queen loft skylight, twin beds, private sauna, and hot tub on a secluded Blue Ridge property.",https://ik.imagekit.io/OE/nelson-county/Three-Sisters.jpg,https://ik.imagekit.io/OE/nelson-county/Three-Sisters-Interior.jpg,,https://nelsoncounty.com/explore/three-sisters-pre-civil-war-log-cabin/,,"Roseland, VA 22967",Cabins; Scenic Views; Lodging,FALSE,three-sisters-pre-civil-war-log-cabin,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,"Three Sisters Pre-Civil War Log Cabin is an 1840 two-story log home with queen loft skylight, twin beds, private sauna, and hot tub on a secluded Blue Ridge property.",
2246,Nine Ridges Retreat,Cabins & Cottages,Montebello,"Nine Ridges Retreat is a six-guest mountain home on 20 acres with artisan furnishings, sweeping Three Ridges views, and close access to Crabtree Falls and the Parkway.",https://ik.imagekit.io/OE/nelson-county/Nine-Ridges-Retreat.jpg,https://ik.imagekit.io/OE/nelson-county/Nine-Ridges-Retreat-Interior.jpg,,https://nelsoncounty.com/explore/nine-ridges-retreat/,,"Montebello, VA 24464",Outdoor Seating; Scenic Views; Cabins; Lodging,FALSE,nine-ridges-retreat,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Montebello%2C%20VA%2024464,"Nine Ridges Retreat is a six-guest mountain home on 20 acres with artisan furnishings, sweeping Three Ridges views, and close access to Crabtree Falls and the Parkway.",
2248,Grace's Place Petite Retreats,Cabins & Cottages,Roseland,"Grace’s Place Petite Retreats offers four well-appointed tiny homes exclusively for registered guests, each with curated amenities for a boutique stay.",https://ik.imagekit.io/OE/nelson-county/Graces-Place-Petite-Retreats.jpg,https://ik.imagekit.io/OE/nelson-county/Graces-Place-Petite-Retreats-Interior.jpg,,https://nelsoncounty.com/explore/graces-place-petite-retreats/,,"Wintergreen, VA 22958",Retail; Cabins; Lodging,FALSE,graces-place-petite-retreats,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%2C%20VA%2022958,"Grace’s Place Petite Retreats offers four well-appointed tiny homes exclusively for registered guests, each with curated amenities for a boutique stay.",
2251,Cottage on the Trail,Cabins & Cottages,Afton,"Cottage on the Trail is a poolside suite on a private estate along the Rockfish River with pergola seating, fire pit, and easy Route 151 access.",https://ik.imagekit.io/OE/nelson-county/Cottage-on-the-Trail-1.jpg,https://ik.imagekit.io/OE/nelson-county/Cottage-on-the-Trail.jpg,,https://nelsoncounty.com/explore/cottage-on-the-trail/,,"Nellysford, VA 22958",Outdoor Seating; Pool; Seasonal Menu; Scenic Views; Pet Friendly; Cabins,FALSE,cottage-on-the-trail,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958,"Cottage on the Trail is a poolside suite on a private estate along the Rockfish River with pergola seating, fire pit, and easy Route 151 access.",
2254,Rockfish Farmhouse,Cabins & Cottages,Afton,Rockfish Farmhouse is a seven-guest home in the heart of Nelson 151 with mountain-view fire pit and farmhouse charm near wineries and breweries.,https://ik.imagekit.io/OE/nelson-county/Rockfish-Farmhouse.jpg,https://ik.imagekit.io/OE/nelson-county/Rockfish-Farmhouse-Interior.jpg,,https://nelsoncounty.com/explore/rockfish-farmhouse/,,"Afton, VA 22920",Scenic Views; Cabins; Lodging,FALSE,rockfish-farmhouse,josh,2025-02-11,2025-02-11,publish,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,Rockfish Farmhouse is a seven-guest home in the heart of Nelson 151 with mountain-view fire pit and farmhouse charm near wineries and breweries.,
